ssvid,shipname_norm,imo,callsign,vessel_class,flag,length_m,tonnage_gt,engine_power,hours,fishing_hours,hours_HS,fishing_hours_HS,gfw_owner,gfw_owner_address,gfw_owner_flag
416002946,LIENYUCHUN23,NA,BJ4888,drifting_longlines,TWN,26.83,99.36,559.5,5046.35,3659.86,4569.23,3659.54,JHENG HUANG A SIOU,"154-7, BO'AI STREET, DONGGANG TOWNSHIP, PINGTUNG COUNTY, 92844, CHINA, REPUBLIC OF (TAIWAN)",TWN
412440607,FUYUANYU7887,NA,NA,squid_jigger,CHN,67.97,1078.55,1609.08,7569.59,1408.73,7002.47,1355.67,FUJIAN PINGTAN COUNTY OCEAN,"CARE OF PINGTAN MARINE ENTERPRISE LTD , 18TH FLOOR, TOWER A, 154, HUDONG LU, GULOU QU, FUZHOU, FUJIAN, CHINA.",CHN
412420797,HUAYING201,NA,BZ4VR,squid_jigger,CHN,47.74,702,764.95,8126.8,2596.99,7974.51,2596.99,ZHOUSHAN HUAYING OCEAN,"ROOM 1102, ZOUSHAN SCIENCE & TECHNOLOGY BLDG, 2121, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
371996000,ZAHARA2,9292333,HP5241,tuna_purse_seines,PAN,33.74,193,619.6,4618.37,886.65,1284.51,228.01,ALBACORA,RECINTO INTERIOR ZONA FRANCA,ESP
412420798,HUAING205,NA,BZ5VR,squid_jigger,CHN,45.83,702,663.32,8177.73,2190.01,7972.63,2190.01,NA,NA,NA
367556120,COMMANDER,7515688,WDG6356,drifting_longlines,USA,22.4,107,399.35,8518.44,3289.98,4542.94,2305.7,L L FISHERIES,"APARTMENT F, 1615, 10TH AVENUE, HONOLULU HI 96816-2846, USA.",USA
416201700,SHUENNCHING1,NA,BI2598,squid_jigger,TWN,67.41,927,1587.43,6462.81,1301.39,4004.43,641.95,SHUN HUI FISHERIES,"ROOM 401-1, FOURTH FLOOR, 3, YUGANG E 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, CHINA, REPUBLIC OF (TAIWAN)",TWN
412440436,FUYUANYU61,NA,88061,tuna_purse_seines,CHN,54.69,1037,1068.26,3993.15,1579.11,3033.65,1567.42,OCEAN STAR FUJIAN PELAGIC FISH,"DONGGUCUN, XIBUZHEN, DONGSHAN XIAN, FUJIAN, CHINA.",CHN
432895000,NITTOMARU31,9668439,7JNO,tuna_purse_seines,JPN,35.31,325,990.02,4640.62,135.44,355.26,10.19,NITTO SUISAN,"6-28, MINATO-CHO, 5-CHOME, WAKKANAI-SHI, HOKKAIDO, 097-0021, JAPAN.",JPN
98341643,DONGYU15085,NA,NA,drifting_longlines,NA,36.07,244.09,835.84,3617.38,2574.8,3594.95,2574.34,NA,NA,NA
760038087,ETEN10,6930611,NA,tuna_purse_seines,PER,48.44,499,1384.7,6077.46,1544.37,641.75,136.96,PESQUERA MAJAT,CALLA PADRE GUATEMALA NO. 218 URB. MARANGA DISTRITO DE SAN MIGUEL PROVINCIA Y DEPARTAMENTO DE LIMA PERÚ,PER
431200042,FUKUEIMARU11,8892459,JH3352,pole_and_line,JPN,37.97,110,936.43,7441.96,418.62,732.32,179.97,FUKUEI MARU,"29-1, SHINSHO, MAKINOHARA-SHI, 421-0533, JAPAN.",JPN
269300016,269300016,NA,NA,drifting_longlines,CHE,35.12,190.07,609.31,2506.48,665.75,2506.48,665.75,NA,NA,NA
224545000,BRADOMIN,8604670,EHRM,drifting_longlines,ESP,36.5,448.77,563.07,8735.94,5152.01,7314.84,5138.94,PEREZ MAYA,"AVDA. DA MARIÑA, 42 3º SAN CIPRIAN CERVO27891 LUGO",ESP
416003822,CHUNGKUO68,NA,BJ4322,drifting_longlines,TWN,28,189.38,708.1,7393.33,3593.76,7070.06,3579.42,GILONTAS OCEAN VANUATU,NA,TWN
416002859,SHENGITSAI268,NA,BJ4885,drifting_longlines,TWN,28.2,97.77,746,5690.4,4355.18,5328.95,4352.59,CHEN FU CHUAN,"NO.19, LN. 7, SANMIN RD., LIUQIU TOWNSHIP, PINGTUNG COUNTY 92941, TAIWAN (R.O.C.)",TWN
416528000,WINFARTSAIR616,NA,BI2505,squid_jigger,TWN,71.7,919,1833.51,8105.98,1594.24,4158.64,931.12,WIN HAND FISHERIES,"75, YUGANG CENTRAL 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, 80672, CHINA, REPUBLIC OF (TAIWAN)",TWN
416004049,CHINGCHENGFU66,8795479,BJ5032,drifting_longlines,TWN,23.9,98.11,559.5,944.74,565.94,829.14,565.84,CHEN YING PING,"NO.396, XINGDONG RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 92841, TAIWAN(R.O.C.)",TWN
412420377,ZHEPUYUAN52,NA,BZ9UV,squid_jigger,CHN,59.62,948,1323,2273.9,157.29,1524.67,145.74,ZHOUSHAN SHUNHANG OCEAN,"ROOM 2502, TECHNOLOGICAL REAL ESTATE BUILDING, 2121, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, 316000, CHINA.",CHN
650000159,MAANGCHINGSHYANG6,NA,NA,drifting_longlines,MOZ,45.29,386.97,923.57,4698.34,1105.53,206.34,79.88,NA,NA,NA
412331148,LUPENGYUANYU89,NA,BZSG,squid_jigger,CHN,69.9,1408,2100,2438.51,194.62,1089.55,194,ZHOUSHAN SHUNHANG OCEAN,"ROOM 2502, TECHNOLOGICAL REAL ESTATE BUILDING, 2121, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, 316000, CHINA.",CHN
263503000,LUTADOR,6711390,CUFG,trawlers,PRT,80.35,1917,1750,5067.28,2400.45,3579.07,2398.56,MIRADOURO PESCA,NA,PRT
412679230,QINGYUANYU1,8662622,BZZP,drifting_longlines,CHN,59.2,698,1176.2,7507.48,5162.8,7002.08,5160.72,QINGDAO FURUI FISHERIES,"2-1502, 19, FUZHOU NANLU, SHINAN QU, QINGDAO, SHANDONG, CHINA.",CHN
412460004,HNY717,NA,NA,drifting_longlines,CHN,34.49,223.37,596.28,7874.87,5020.71,351.48,339.05,NA,NA,NA
412421182,TAOYUAN608,NA,NA,drifting_longlines,CHN,57.24,571.3,1272.05,739.22,16.72,284.88,16.72,ZHOUSHAN PUTUO DEEP SEA,"216, BINGANG LU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
431001079,SEIJYUMARU18,NA,NA,drifting_longlines,JPN,27.45,197.91,575.66,5632.38,3134.96,3548.97,2477.72,NA,NA,NA
412420969,HONGPU2HAO,8775912,BZV8V,squid_jigger,CHN,50.1,611,993,7647.36,1966.05,7377.29,1966.05,ZHOUSHAN HONGPU OCEAN FISHERIES,"SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
413462010,GUANGSHUN6,8621032,BZWY44,drifting_longlines,CHN,40.28,432,746,8732.72,6768.16,8164.88,6764.68,GUANGDONG GUANGYUAN FISHERIES GROUP,"NO.20 NANCUN ROAD, TONGFU EAST,GUANGZHOU, CHINA",CHN
416223700,SHINSHUENFAR16,8749547,BG3667,drifting_longlines,TWN,34,160,640.95,8563.45,5600.22,2924.4,2009.34,LIU HSIUNG CHU,"ROOM 308, 3RD FLOOR, 3, YUGANG E 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, 80672, CHINA, REPUBLIC OF (TAIWAN)",TWN
228168000,VIAEUROS,9017862,FGRS,tuna_purse_seines,FRA,78.33,1747.75,3091,6876.96,1306.83,2128.61,509.75,SAUPIQUET ARMT,QU DU MOROS BP 640 29900 CONCARNEAU,FRA
431700140,SHINEIMARU17,9078397,JE3114,drifting_longlines,JPN,32.56,119,588,6520.69,4637.22,5399.22,4100.53,SHINEI SUISAN,"15-3, SHIBITACHI, KARAKUWA-CHO, KESENNUMA-SHI, MIYAGI-KEN, 988-0571, JAPAN.",JPN
412672120,ZHOUYU682,NA,NA,squid_jigger,CHN,43.72,277,1001.3,5336.35,1442.08,4863.82,1442.08,CHINA AQUATIC PRODUCTS,"1, XINGHAI LU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
412424703,JIADE22,NA,BZV4M,squid_jigger,CHN,59.67,965,882,3588.28,1037.13,3327.8,1037.13,ZHOUSHAN JIADE INTERNATIONAL,"43, CHENGDONG LU, DINGHAI QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
413344000,ZHONGSHUI705,8628951,BZZZ9,drifting_longlines,CHN,33.52,191,330,2421.87,683.59,187.14,52.89,CNFC OVERSEAS FISHERIES,NO.23 JINRONGJIE XICHENG DISTRICT BEIJING,CHN
645257000,ETRETAT,NA,3B2031,drifting_longlines,MUS,22,90,406.67,1249.38,593.02,103.01,58.75,GLADIUS LTEE,"C/O PELAGIC PROCESS LTD, HARBOUR PENINSULA AREA, QUAY C, PORT LOUIS",MUS
412330955,LULAOYUANYU11,NA,NA,tuna_purse_seines,CHN,45.9,551.03,971.1,2178.25,3.39,551.95,0.3,NA,NA,NA
412331175,LURONGYUANYU881,NA,BCFG1,squid_jigger,CHN,52.9,764,1030.34,5388.79,1413.01,5004.1,1396.28,RONGCHENG LIANHAI FISHERIES,"SHIDAO INDUSTRIAL PARK, 99, LONGYUE LU, SHIDAOZHEN, RONGCHENG, SHANGDONG, CHINA.",CHN
416891000,CHINHSIANGMING,8661214,BH3138,drifting_longlines,TWN,48.7,464,853.17,7602.94,6180.45,7602.94,6180.45,CHIN HSIANG MING FISHERIES,"CARE OF OCEAN TREASURE SEAFOOD CO LTD , ROOM 118, 1ST FLOOR, YUGANG E 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, CHINA, REPUBLIC OF (TAIWAN)",TWN
412420932,NINGTAI87,NA,NA,squid_jigger,CHN,49.5,597.37,782.78,3646.73,865.57,3570.55,865.57,ZHOUSHAN NINGTAI OCEAN FISH,"ROOMS 1708 & 1709, CHANGZHENG PLAZA, 82, CHANGZHENG LU, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
431295000,YOSHIMARU81,8954520,JM6657,pole_and_line,JPN,34.28,158,470.4,2991.18,318.05,813.39,186.52,YOSHI MARU SUISAN,"NICHINAN-SHI, MIYAZAKI-KEN, JAPAN.",JPN
416005370,LIANSHENG369,9832614,BH3457,drifting_longlines,TWN,40.5,380,700.87,2778,2024.13,2527.39,2024.13,YONG SHENG FISHERIES,"1F., NO.23-35, CHUANTOU RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 92851, TAIWAN (R.O.C.)",TWN
431873000,SEIKOMARU52,9152210,JRZJ,drifting_longlines,JPN,51.4,430.25,735,6351.79,2921.34,4165.14,2287.41,NANYO SUISAN,"3-8-7,MISAKI,MIURA-SHI,KANAGAWA,JAPAN",JPN
412675160,ZHEDAIYUANYUN832,NA,NA,squid_jigger,CHN,47.27,636.86,761.57,3763.13,853.84,3120.91,812.98,NA,NA,NA
261084090,ANNELIESILENA,NA,NA,trawlers,POL,90.31,4392.52,3938.19,604.16,102,41.6,25.11,ATLANTEX SP Z OO,"UL PARKOWA 13/17/123, 00-759 WARSAW, POLAND.",POL
431700030,FUKUYOUMARU68,9057939,JQNK,drifting_longlines,JPN,49.2,379,735,7233.39,4573.46,2244.82,1068.93,FUKUYO SUISAN,"508-4,MINATOMACHI,KESENNUMA-SHI,MIYAGI,JAPAN",JPN
345900418,ATILANOCASTANO,8030233,XCLF,tuna_purse_seines,MEX,58.15,1546,1864.22,4884.58,628.96,380.98,64.07,NA,NA,NA
413270220,JINSHENG1,9020819,BZZX6,drifting_longlines,CHN,50.62,619,1184.8,8680.68,4524.78,5912.86,3424.05,CHINA NATIONAL FISHERIES,"NO.31, MINFENG LANE,XIDAN,BEIJING,CHINA",CHN
273332560,KAPITANNAZIN,8907046,UHOW,trawlers,RUS,105,7665,5920,8736.35,4823.28,2266.49,2049.05,PJSC MURMANSK TRAWL FLEET,"SHMIDTA STREET, 43",RUS
416148900,LONGWANGSHENG,NA,BJ4575,drifting_longlines,TWN,27,76.65,447.6,4011.25,3053.97,3807.69,3053.97,WANG CHIA CHANG,"NO.682, DAFENG 2ND RD., SANMIN DIST., KAOHSIUNG CITY 80777, TAIWAN (R.O.C.)",TWN
251163000,SIGURDUR,5327635,TFMR,trawlers,ISL,76.8,1570.59,2401.76,8736.16,1872.02,662.54,408.72,ISFELAG VESTMANNAEYJA HF,NA,ISL
431914000,KIYOMARU18,9161601,JBSW,pole_and_line,JPN,54.86,455,1128.49,7077.66,2059.78,3279.88,1471.93,KANESHIMEICHI,"2-3-31,NISHIKI-CHO, KESENNUMA-SHI, MIYAGI, JAPAN ; 1-6-4,SAKANA-CHO, KESENNUMA-SHI, MIYAGI, JAPAN",JPN
431154000,GOEIMARU68,9172923,JENI,drifting_longlines,JPN,49.2,523.74,735.28,7345.51,3365.88,5734.08,2957.03,KABUSHIKI GOEIMARU,"2666-1, MUROTSU, MUROTO-SHI, KOCHI",JPN
800000818,NA,NA,NA,trawlers,CHN,32.46,371.19,590.38,525.41,237.93,265.73,235.46,NA,NA,NA
416129600,HWAMAO203,8648731,BH3364,drifting_longlines,TWN,53.15,483,859.54,7429.85,6403.29,4461.31,3975.59,HWA CHANG FISHERIES,NA,TWN
431600140,TAKAMARU23,NA,NA,drifting_longlines,JPN,30.06,108.47,495.18,5381.34,3523.26,2589.11,2140.49,NA,NA,NA
416002441,HAICHINEHSING,8777726,BJ4799,drifting_longlines,TWN,25.29,79.65,447.6,7001.28,5966.64,6753.98,5966.64,NI HUI LING,"NO.250, BO-AI ST., DONGGANG TOWNSHIP, PINGTUNG COUNTY 928, TAIWAN",TWN
440584000,DONGWON201,8714126,DTFU,drifting_longlines,KOR,51.62,410,891.9,8735.78,5115.97,7027.54,4195.37,DONGWON INDUSTRIES,"#275, YANGJAE-DONG, SEOCHO-GU, SEOUL, KOREA",KOR
416003609,JINWANQSHING,NA,BJ4363,drifting_longlines,TWN,22.4,54.6,447.6,2937.45,2608.56,2847.04,2608.56,KE KAE SHIN,"NO.8, LN. 515, ZHONGZHENG RD., XINYUAN TOWNSHIP, PINGTUNG COUNTY 932, TAIWAN",TWN
231049000,TUMMAST,9255232,XPKF,trawlers,FRO,64.6,1514,3860.95,7225.07,1235.52,321.12,158.26,GULENNI SP F,NA,FRO
416000251,YEUNDERTSAIR,NA,BJ4635,drifting_longlines,TWN,24.54,64.93,335.7,2640.93,1810.5,2488.98,1801.88,GUEY P L,"LANE 1, 1-9, ZHONGXIAO ROAD, LIUQIU TOWNSHIP, PINGTUNG COUNTY, CHINA, REPUBLIC OF (TAIWAN)",TWN
412421035,XINHAI1225,NA,NA,tuna_purse_seines,CHN,49.31,794.59,1240.51,1202.81,154.18,599.25,146.79,NA,NA,NA
251546000,ASGRIMURHALLDORSSON,9225108,TFBL,other_purse_seines,ISL,61.2,1528.13,7507.2,8736.1,1678.52,246.97,138.25,SKINNEY THINGANES HF,NA,ISL
416002218,JINMANFU,NA,BK6978,drifting_longlines,TWN,21.52,49.32,406.57,3010.49,1204.93,2647.87,1166.3,HONG YAO JHANG,"NO.1, HEPING RD., LIUQIU TOWNSHIP, PINGTUNG COUNTY 929, TAIWAN (R.O.C.)",TWN
412329652,CHANGSHUN1HAO,8804012,HP4784,squid_jigger,CHN,65.44,1089,1804.45,8736.09,2707.77,7895.22,2703.42,CHINA KINGDOM SHIPPING,"CARE OF CHINA NATIONAL FISHERIES CORP (CNFC) , 19TH FLOOR, 188, NANSIHUAN XILU, FENGTAI QU, BEIJING, 100160, CHINA.",CHN
416221600,RUIJINFA66,NA,BJ4991,drifting_longlines,TWN,23.9,82,447.6,4915.98,3410.98,4848.33,3410.98,WU WEN XIAN,"NO.81, WENCHANG RD., NEIPU TOWNSHIP, PINGTUNG COUNTY 91241, TAIWAN (R.O.C.)",TWN
417341886,BEENU4,NA,NA,drifting_longlines,LKA,20.7,50.49,393.94,1259.77,341.34,1000.88,341.34,NA,NA,NA
316006169,ARCTICPRIDE,NA,NA,drifting_longlines,CAN,19.96,75.29,351.42,1314.62,437.52,155.04,154.07,NA,NA,NA
224303000,ZAHARA3,9292735,ECHG,tuna_purse_seines,ESP,35.18,191.13,737.14,1373.61,66.95,304.36,65.7,ALBACORA,"RECINTO INTERIOR ZONA FRANCA EDIFICIO MELKART, 1º OFICINA 1- 2|CADIZ|11011|CADIZ",ESP
338793000,OCEANCHALLENGER,9517264,WDE3526,tuna_purse_seines,USA,65.3,1481.75,2320.79,8736.02,2077.54,788.11,184.07,OCEAN CHALLENGER,"501 W. BROADWAY SUITE 1540, SAN DIEGO, CA 92101, USA",USA
533130586,FAJAR2,NA,9MTV5,drifting_longlines,MYS,27,83,648.95,6863.97,4125.41,5201.15,4125.41,FAJAR ARENANIAGA SDN BHD,"9, LORONG IKS SIMPANG AMPAT D, TAMAN IKS, 14100 SIMPANG AMPAT, PULAU PINANG, MALAYSIA.",MYS
701006605,CAPESANTE,9236028,LW3145,pots_and_traps,ARG,59.43,1434,1668.06,8736.01,6025.32,408.01,374.49,GLACIAR PESQUERA,NA,ARG
416000301,MANFUTSAI11,8791928,BJ4510,drifting_longlines,TWN,23.6,62.11,700.49,5693.75,2813.44,4917.47,2736.4,WANG YI CING,"NO.100-1, XIANGPU RD., LIUQIU TOWNSHIP, PINGTUNG COUNTY 929, TAIWAN",TWN
412371203,HUSHUNYU6,8774774,BZU2M,squid_jigger,CHN,59.91,1253,1313.03,8689.16,2650.43,7811.94,2644.99,SHANGHAI HESHUN FISHERIES,"ROOM A, BUILIDNG 1, 1758, LUCHAOGANG LU, PUDONG XINQU, SHANGHAI, CHINA.",CHN
231051000,NORDBORG,9404247,XPYG,trawlers,FRO,70.05,5192,5153.97,8736.12,3883.25,807.31,625.8,HVALNES,NA,FRO
412201813,LONGXING626,9031935,BZZP3,drifting_longlines,CHN,47.73,577,813.84,7172.83,5109.28,7004.93,5108.67,DALIAN OCEAN FISHING,ZHONGSHAN DISTRICT,CHN
367150430,KATYMARY,NA,WCX2232,drifting_longlines,USA,22.83,151,451.73,6800.5,2624.54,3991.98,2483.27,VESSEL MANAGEMENT ASSOCIATES,"1133 N NIMITZ HWY, HONOLULU, HI 96817-4522, USA",USA
412280994,CHANGRONG5,8670289,BZYE8,drifting_longlines,CHN,48.6,612,982.96,7207.26,4720.05,6624.37,4717.02,CHINA NATIONAL FISHERIES,"19TH FLOOR, 188, NANSIHUAN XILU, FENGTAI QU, BEIJING, 100160, CHINA.",CHN
412331008,LUYANYUANYU11,NA,BZZT,squid_jigger,CHN,57.5,950,735,7961.08,1716.64,7451.42,1716.64,NA,NA,NA
431500848,TATSUEIMARU3,NA,NA,drifting_longlines,JPN,24.1,96.95,433.4,2038.31,936.25,855.36,556.33,NA,NA,NA
416004442,JINHUNGBUAN805,NA,BJ5102,drifting_longlines,TWN,23.92,98.82,700.49,5149.55,3766.26,4787.32,3764.96,CHEN SHIH CHEN,"3RD FLOOR, 134, SEC 3, GUANGFU ROAD, DONGGANG TOWNSHIP, PINGTUNG COUNTY, 92849, CHINA, REPUBLIC OF (TAIWAN)",TWN
730019000,CABODEHORNOS,9050034,HJDC,tuna_purse_seines,COL,52.71,1009,1350.26,6093.99,1638.02,3944.12,1604.5,LOS CAOBOS INTERNACIONAL,BOCAGRANDE CR 3 #6A-100 EDIFICIO TORRE EMPRESARIAL PROTECCIÓN OF 10-01 CARTAGENA COLOMBIA,COL
257327000,MALENES,9213973,LMWR,trawlers,NOR,68.3,2190,5521.4,8634.12,514.78,110.27,58.55,SKARUNGEN,NA,NOR
417000190,SHANUKAPUTHA2,NA,NA,drifting_longlines,LKA,20.05,51.65,309.51,2902.78,657.94,2235.2,657.45,NA,NA,NA
224170000,ISAMI,9338395,ECIU,drifting_longlines,ESP,29,236,305.13,7335.79,3677.65,4257.08,2742.49,FERNANDEZ FERNANDEZ MIGUEL A,"C/ LAMESTRE, 9 BURELA27880 LUGO",ESP
412328763,RUNDA9,NA,BBEJ9,squid_jigger,CHN,67.68,1491,1760,5745.79,1022.38,4519.28,1005.17,RONGCHENG XINRUN AQUATIC,"RONGCHENG, SHANGDONG, CHINA.",CHN
416889000,CHINHORNG3,8749511,BI2316,drifting_longlines,TWN,55.3,708,953.99,2393.87,901.92,1289.49,757.8,WU CHING CHUAN,NA,TWN
775993100,ADONE,NA,NA,drifting_longlines,VEN,42.69,190.48,391.02,551.04,130.66,219.76,84.03,GIUSEPPE LOFFREDO GORI,"MUELLE PESQUERO PUNTA META, GUANTA, EDO. ANZOATEGUI",VEN
431600276,KAIENMARU73,NA,NA,drifting_longlines,JPN,25.45,110.14,572.62,3901.83,1892.22,894.83,638.65,NA,NA,NA
412420651,RUNDA617,8775235,BZ6VJ,squid_jigger,CHN,55.66,731,1000.83,7546.45,1632.49,6518.09,1622.9,ZHOUSHAN MINGZHOU OCEAN,"9, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
412440513,FUYUANYU199,8776801,BVTG7,squid_jigger,CHN,69.9,1408,2007.58,5258.64,1384.19,4308.68,1369.78,ZHONGFAN OCEAN FISHERIES FUZHOU,"ROOM 504, 47, WUYI ZHONGLU, TAIJIANG QU, FUZHOU, FUJIAN, CHINA.",CHN
627013000,YOUNGBOK,7042497,9GQF,tuna_purse_seines,GHA,56.17,1020,1246.84,6342.37,670.22,539.89,270.86,AFKO FISHERIES,"PO BOX 868, FISHING HARBOUR, TEMA, GHANA.",GHA
412687180,ZHONGSHUI619,8650112,BYWB5,drifting_longlines,CHN,20.7,115,237,524.32,249.55,438.67,247.99,CNFC OVERSEAS FISHERIES,"31, MINFENG HUTONG, XINCHENG QU, BEIJING, 100032, CHINA.",CHN
416000221,CHAOYI6,NA,BJ4306,drifting_longlines,TWN,22.05,71.45,462.52,6903.83,5639.68,6649.26,5639.68,LIN KAU HSIN,"NO.2-8, ZHONGHUA RD., LIUQIU TOWNSHIP, PINGTUNG COUNTY 92942, TAIWAN",TWN
412270099,CHANGRONG2,8666410,BZYE5,drifting_longlines,CHN,51.9,706,802.89,8368.37,6485.64,8300.15,6485.64,CHINA NATIONAL FISHERIES,"19TH FLOOR, 188, NANSIHUAN XILU, FENGTAI QU, BEIJING, 100160, CHINA.",CHN
431700250,CHIDORIMARU15,8621044,JNMN,squid_jigger,JPN,35.33,161,689.22,3491.46,978.16,2445.06,608.24,CHIDORI,"12-17, KOYO 4-CHOME, HACHINOHE-SHI, AOMORI-KEN, 031-0801, JAPAN.",JPN
416002325,TENNMINGYANG889,8778873,BJ4793,drifting_longlines,TWN,28.2,97.14,484.9,7258.97,5848.2,3857.44,3170.29,LIN CHIEH TE,"NO.93-3, BO-AI ST., DONGGANG TOWNSHIP, PINGTUNG COUNTY, TAIWAN(R.O.C.)",TWN
660004900,DOLOMIEU,9651993,FIDG,tuna_purse_seines,REU,89,2700,3800,1099.95,7.97,55.59,1.7,SAPMER ARMT,BP2012 DARSE PECHE M10 97420 LE PORT LA RÉUNION (FRANCE),REU
412329424,LURONGYUANYU207,8663303,BBIM7,drifting_longlines,CHN,42.5,276,696.14,5526.27,3571.65,5049.79,3551.4,RONGCHENG OCEAN FISHERIES,"140, GUANHAI DONGLU, RONGCHENG, SHANGDONG, CHINA.",CHN
416132600,YUHMAO106,8417792,BZGG,drifting_longlines,TWN,48.6,437,620.22,8233.23,4307.19,5504.72,4262.99,YUN MAO OCEAN ENTERPRISE,"4F., NO.3, YUGANG E. 2ND RD., QIANZHEN DIST",TWN
441495000,EUNHAE108,8708165,DTBU9,squid_jigger,KOR,59.12,353.67,1471,5631.41,1734.89,2931.18,956.84,SUNMIN FISHERIES,"ROOM 805, HARBOR TOWER, 113-1, NAMPO-DONG 6-GA, JUNG-GU, BUSAN, 600-046, SOUTH KOREA.",KOR
416079500,CHAOYI368,NA,BJ4656,drifting_longlines,TWN,27,80.16,613.96,5772.8,3818.75,5018.02,3800.92,LIN KAU HSIN,"NO.2-8, ZHONGHUA RD. LIUQIU TOWNSHIP,PINTUNG COUNTY 92942, TAIWAN (R.O.C. )",TWN
259428000,HAVDRON,9146340,LIRW,trawlers,NOR,60.9,1102,2574.25,8655.03,269.26,79.89,45.05,HAVDRON,NA,NOR
367324020,MAVERICK,8803472,WDE2359,pole_and_line,USA,25.52,171.68,393.1,7360.69,1487.04,3547.96,995.1,FISHING VESSEL MAVERICK,"6645 RYKOSA LN, ANACORTES, WA 98221-4301, USA",USA
412421015,NINGTAI78,NA,BZW5A,squid_jigger,CHN,50.1,617,1000,8125.76,2636.47,7864.99,2636.47,ZHOUSHAN NINGTAI OCEAN FISH,"ROOMS 1708 & 1709, CHANGZHENG PLAZA, 82, CHANGZHENG LU, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
273435580,KAPITANSULIMOV,9120293,UIPH,trawlers,RUS,104.5,4407,5152,8012.07,3264,1924.45,1666.73,ROBINZON,"RUSSIA, 183950 MURMANSK, UL. PODGORNAYA, 45",RUS
431377000,SHINSEIMARU71,NA,JL6655,drifting_longlines,JPN,22,206.71,191.23,5959.33,3392.64,4253.14,2977.98,EBISU SUISAN,"13-1, AZA-TAKEGASIMA, SHISHIKUIURA, KAIYOU-CHO, KAIFU-GUN, TOKUSHIMA, JAPAN",JPN
440191000,AGNES5,7237066,DTBS4,trawlers,KOR,55.2,995,1418.94,4255.43,1077.95,1449.22,1039.97,TAE WOONG DEEP SEA FISHERIES,NA,KOR
224176370,CAIXAVELHO,8685258,EA5639,drifting_longlines,ESP,24.7,151.05,202.19,5843.47,2765.23,3972.19,2188.14,PESCA DO LARGO,"PUERTO PESQUERO TINGLADO GENERAL, 16 B VIGO CP 36202 PO.",ESP
412420428,NINGTAI6,8777659,BZ4VF,squid_jigger,CHN,55.13,498,1001.7,7608.96,2359.27,7299.26,2359.27,ZHOUSHAN NINGTAI OCEAN FISH,"ROOMS 1708 & 1709, CHANGZHENG PLAZA, 82, CHANGZHENG LU, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
416176700,YINGRONG638,9386835,BI2578,drifting_longlines,TWN,56.16,562,1044.4,7832.8,4122.62,6068.7,4120.51,YING RONG FISHERIES,"3F., NO.11-9, GUSHAN 3RD RD., GUSHAN DIST., KAOHSIUNG CITY 804, TAIWAN (R.O.C.)",TWN
431500078,EBISUMARU,NA,NA,drifting_longlines,JPN,28.33,194.07,531.43,1997.12,661.05,810.91,647.97,NA,NA,NA
431602339,KICHIEBISUMARU,NA,NA,drifting_longlines,JPN,25.03,123.7,440.49,3391.91,990.92,927.64,804.78,NA,NA,NA
431600300,MIHOKOMARU,NA,NA,drifting_longlines,JPN,24.61,104.03,506.63,4022.38,1603.9,1532.87,1375.53,NA,NA,NA
740344000,GOLDENCHICHA,8801979,ZDLC1,trawlers,FLK,62.75,1345,1762.28,6124.54,2968.29,990.67,302.56,GOLDEN SEA,NA,FLK
416002900,FONGCHUN66,8628652,BH3332,drifting_longlines,TWN,49.31,496,833.63,7363.05,4464.88,6161.94,4453.36,FONG CHUN FISHERIES,"ROOM 328, 3RD FLOOR, 3, YUGANG E 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, 80672, CHINA, REPUBLIC OF (TAIWAN)",TWN
